journal_name,category,if_2022,if_2023,if_2024
Information and Communication Technology in Musical Field,,,,0.2
Law Text Culture,CULTURAL STUDIES - ESCI(Q4),,,0.2
Philosophia-International Journal of Philosophy,,,,0.2
Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences,,,,0.2
Review of Korean Studies,,,,0.2
REVUE BIBLIQUE,,,,0.2
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,,,,0.2
Architektura & Urbanizmus,,,,0.2
Arenal-Revista de Historia de las Mujeres,HISTORY - ESCI(Q2),,,0.2
Journal of Migration History,,,,0.2
Luso-Brazilian Review,,,,0.2
Missiology-An International Review,,,,0.2
MUSEOLOGIA SCIENTIFICA,,,,0.2
New Blackfriars,,,,0.2
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE,HISTORY - AHCI(Q2),,,0.2
Tyndale Bulletin,,,,0.2
University of Western Australia Law Review,LAW - ESCI(Q3),,,0.2
EGE-Revista de Expresion Grafica en la Edificacion,,,,0.2
Hispania Sacra,RELIGION - AHCI(Q2),,,0.2
Journal of Hindu Studies,,,,0.2
Journal of Language Literature and Culture,,,,0.2
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,,,,0.2
Revista de Arquitectura-Bogota,,,,0.2
Acta Koreana,,,,0.2
Estudos Historicos,HISTORY - ESCI(Q2),,,0.2
Journal of Modern Craft,,,,0.2
Nova Prisutnost,,,,0.2
Philosophy and Society-Filozofija i Drustvo,,,,0.2
Pneuma,,,,0.2
Res Rhetorica,,,,0.2
Revista de Historia da Sociedade e da Cultura,HISTORY - AHCI(Q2),,,0.2
South African Journal of African Languages,,,,0.2
Studies in European Cinema,,,,0.2
Utrecht Journal of International and European Law,,,,0.2
Voprosy Yazykoznaniya,,,,0.2
Critical Studies in Mens Fashion,,,,0.2
EASTERN BUDDHIST,,,,0.2
ECUMENICAL REVIEW,,,,0.2
Fotocinema-Revista Cientifica de Cine y Fotografia,,,,0.2
Journal of International Arbitration,LAW - ESCI(Q3),,,0.2
Muzikologija-Musicology,,,,0.2
Nova et Vetera-English Edition,,,,0.2
Transcultural Studies,HISTORY - ESCI(Q2),,,0.2
VOPROSY FILOSOFII,,,,0.2
Acta Universitatis Sapientiae-Film and Media Studies,,,,0.2
African Diaspora,,,,0.2
Conformal Geometry and Dynamics,MATHEMATICS - ESCI(Q4),,,0.2
EARLY MUSIC,,,,0.2
Gladius,HISTORY - AHCI(Q2),,,0.2
Historia Social,HISTORY - ESCI(Q2),,,0.2
Istorija 20 Veka,,,,0.2
Nauchnyi Dialog,,,,0.2
Problemos,,,,0.2
Review of Middle East Studies,AREA STUDIES - ESCI(Q4),,,0.2
Social Sciences and Missions-Sciences Sociales et Missions,,,,0.2
Teka Komisji Urbanistyki i Architektury,,,,0.2
Belleten,ARCHAEOLOGY - AHCI(Q2),,,0.2
Early Modern Women-An Interdisciplinary Journal,,,,0.2
Filosofskii Zhurnal,,,,0.2
IDA-International Design and Art Journal,,,,0.2
Logos-Journal of the World Publishing Community,,,,0.2
RUSSIAN HISTORY-HISTOIRE RUSSE,HISTORY - AHCI(Q2),,,0.2
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,,,,0.2
Al-Jamiah-Journal of Islamic Studies,,,,0.2
Archiv fur Religionsgeschichte,,,,0.2
European Journal of East Asian Studies,,,,0.2
HEYTHROP JOURNAL,,,,0.2
Historia-Santiago,HISTORY - AHCI(Q2),,,0.2
HUDEBNI VEDA,,,,0.2
Journal of Law and Social Deviance,LAW - ESCI(Q3),,,0.2
Kocatepe Islami Ilimler Dergisi,,,,0.2
Kyungpook Mathematical Journal,MATHEMATICS - ESCI(Q4),,,0.2
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,,,,0.2
Metaphysica-International Journal for Ontology & Metaphysics,,,,0.2
Philosophical Inquiries,,,,0.2
Revista Musical Chilena,,,,0.2
Revista Universitaria de Historia Militar,HISTORY - ESCI(Q2),,,0.2
Sakarya Universitesi Ilahiyat Fakultesi Dergisi-Journal of Sakarya University Faculty of Theology,,,,0.2
Victorian Periodicals Review,,,,0.2
Anales de Historia del Arte,,,,0.2
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,,,,0.2
Hume Studies,,,,0.2
International Review of Pragmatics,,,,0.2
Journal of Aesthetics and Phenomenology,,,,0.2
Studi Musicali-Nuova Serie,,,,0.2
Teoria-Rivista di Filosofia,,,,0.2
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,HISTORY - AHCI(Q2),,,0.2
Contemporanea,HISTORY - AHCI(Q2),,,0.2
CONTEMPORARY PSYCHOANALYSIS,"PSYCHOLOGY, PSYCHOANALYSIS - SSCI(Q4)",0.26,,0.2
Jebat-Malaysian Journal of History Politics and Strategic Studies,HISTORY - ESCI(Q2),,,0.2
JOURNAL OF AMERICAN CULTURE,,,,0.2
JOURNAL OF POPULAR CULTURE,CULTURAL STUDIES - AHCI(Q4),0.28,,0.2
Journal of the Musical Arts in Africa,,,,0.2
MODERNA SPRAK,,,,0.2
Newman Studies Journal,,,,0.2
STUDI STORICI,,,,0.2
Yearbook of Phraseology,,,,0.2
ACADIENSIS,HISTORY - AHCI(Q2),,,0.2
AMERICAN MUSIC,,,,0.2
CONTEMPORARY LITERATURE,,,,0.2
Contemporary Pragmatism,,,,0.2
Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,,,,0.2
Filologia Mediolatina,,,,0.2
Impossibilia-Revista Internacional de Estudios Literarios,,,,0.2
Journal of Science and Technology of the Arts,,,,0.2
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,,,,0.2
Nineteenth-Century Contexts-An Interdisciplinary Journal,,,,0.2
Perspectiva Teologica,,,,0.2
RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,,,,0.2
Rupkatha Journal on Interdisciplinary Studies in Humanities,,,,0.2
Tarih Incelemeleri Dergisi,HISTORY - ESCI(Q2),,,0.2
Uniform Law Review,LAW - ESCI(Q3),,,0.2
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,,,,0.2
British Journal of American Legal Studies,LAW - ESCI(Q3),,,0.2
CHINESE STUDIES IN HISTORY,ASIAN STUDIES - AHCI(Q2),,,0.2
Fronteras de la Historia,HISTORY - ESCI(Q2),,,0.2
Horror Studies,,,,0.2
International Review of Mission,,,,0.2
Kant Yearbook,,,,0.2
On the Waterfront,,,,0.2
SAECULUM,HISTORY - AHCI(Q2),,,0.2
Studia Metrica et Poetica,,,,0.2
Balkan Journal of Philosophy,,,,0.2
Bible Translator,,,,0.2
Eskiyeni,,,,0.2
HISTORISCHES JAHRBUCH,HISTORY - AHCI(Q2),,,0.2
Japanese Journal of Sociology,,,,0.2
Journal of Pentecostal Theology,,,,0.2
Journal of Reformed Theology,,,,0.2
VLC Arquitectura-Research Journal,,,,0.2
Vox Patrum,,,,0.2
Acta Universitatis Carolinae Theologica,,,,0.2
American Art,,,,0.2
Anuario Calderoniano,,,,0.2
ARCADIA,,,,0.2
Argumenta,,,,0.2
FISH PATHOLOGY,VETERINARY SCIENCES - SCIE(Q4),0.57,0.6,0.2
International Review of Scottish Studies,,,,0.2
Revista Historia Autonoma,HISTORY - ESCI(Q2),,,0.2
Skandinavskaya Filologiya,,,,0.2
Taida Journal of Art History,,,,0.2
Voprosy Onomastiki-Problems of Onomastics,,,,0.2
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE,,,,0.2
Anales del Seminario de Historia de la Filosofia,,,,0.2
Bajo Palabra-Journal of Philosophy,,,,0.2
Bulletin of the John Rylands Library,,,,0.2
Edinburgh Law Review,LAW - ESCI(Q3),,,0.2
Hispania Nova,HISTORY - ESCI(Q2),,,0.2
Jordan Journal of Modern Languages & Literature,,,,0.2
Journal of Austrian Studies,,,,0.2
LINGUA E STILE,,,,0.2
Linguistic Research,,,,0.2
Logos-Revista de Linguistica Filosofia y Literatura,,,,0.2
Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,,,,0.2
TPM-The Philosophers Magazine,,,,0.2
Analysis in Theory and Applications,,,,0.2
Contemporary French Civilization,,,,0.2
Environmental and Planning Law Journal,LAW - ESCI(Q3),,,0.2
Jazz Research Journal,,,,0.2
JOURNAL OF FEMINIST STUDIES IN RELIGION,,,,0.2
Kriterion-Revista de Filosofia,,,,0.2
Statute Law Review,LAW - ESCI(Q3),,,0.2
UNIVERSITY OF PITTSBURGH LAW REVIEW,LAW - SSCI(Q3),0.11,,0.2
Asia-Pacific Journal-Japan Focus,AREA STUDIES - ESCI(Q4),,,0.2
JOURNAL OF CHINESE LINGUISTICS,ASIAN STUDIES - AHCI(Q4),0.23,,0.2
Mathematics Enthusiast,MATHEMATICS - ESCI(Q4),,,0.2
Nordisk Judaistik-Scandinavian Jewish Studies,,,,0.2
TOPIA-Canadian Journal of Cultural Studies,CULTURAL STUDIES - AHCI(Q4),0.58,,0.2
ARCHITECTURAL DESIGN,,,,0.2
Colloquia Humanistica,,,,0.2
Estudios de Historia de Espana,HISTORY - ESCI(Q2),,,0.2
Law and Humanities,LAW - ESCI(Q3),,,0.2
Lexonomica,LAW - ESCI(Q3),,,0.2
Logos-Anales del Seminario de Metafisica,,,,0.2
Revista de Humanidades de Valparaiso-RHV,,,,0.2
Revista Espanola de Linguistica Aplicada,LANGUAGE & LINGUISTICS - AHCI(Q4),0.53,,0.2
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,,,,0.2
Trusts & Trustees,LAW - ESCI(Q3),,,0.2
Vestnik Permskogo Universiteta-Juridicheskie Nauki,LAW - ESCI(Q3),,,0.2
Anaquel de Estudios Arabes,,,,0.2
Bandung,,,,0.2
Bulgarsko e-Spisanie za Arkheologiya-Bulgarian e-Journal of Archaeology,,,,0.2
Early Science and Medicine,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(Q4),0.38,0.3,0.2
Global Change Peace & Security,POLITICAL SCIENCE - ESCI(Q4),,,0.2
Historia y Memoria,HISTORY - ESCI(Q2),,,0.2
Historiografias-Revista de Historia y Teoria,HISTORY - ESCI(Q2),,,0.2
Hong Kong Law Journal,LAW - SSCI(Q3),0.24,,0.2
International Journal of Whole Schooling,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Journal of Banking and Finance Law and Practice,LAW - ESCI(Q3),,,0.2
Journal of East Asia and International Law,LAW - ESCI(Q3),,,0.2
Philosophia Africana,,,,0.2
Wesley and Methodist Studies,,,,0.2
American Periodicals,,,,0.2
ARCHIVES OF NATURAL HISTORY,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(Q4),0.24,0.2,0.2
arq-Architectural Research Quarterly,,,,0.2
Bagh-e Nazar,,,,0.2
Contemporary Asia Arbitration Journal,LAW - ESCI(Q3),,,0.2
Cuadernos de Musica Artes Visuales y Artes Escenicas,,,,0.2
Edad Media-Revista de Historia,,,,0.2
Epohi,,,,0.2
HEGEL-STUDIEN,,,,0.2
IIUM Law Journal,LAW - ESCI(Q3),,,0.2
Kritike-An Online Journal of Philosophy,,,,0.2
Prometeica-Revista de Filosofia y Ciencias,,,,0.2
Psicoterapia e Scienze Umane,"PSYCHOLOGY, CLINICAL - ESCI(Q4)",,,0.2
Review of European and Comparative Law,,,,0.2
Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition,,,,0.2
UNIVERSITY OF CINCINNATI LAW REVIEW,LAW - SSCI(Q3),0.29,,0.2
Urbanities-Journal of Urban Ethnography,ANTHROPOLOGY - ESCI(Q4),,,0.2
Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,MATHEMATICS - ESCI(Q4),,,0.2
Brumal-Research Journal on the Fantastic,,,,0.2
CATHOLIC UNIVERSITY LAW REVIEW,LAW - SSCI(Q3),0.29,,0.2
Enrahonar-Quaderns de Filosofia,,,,0.2
Espacio Tiempo y Forma Serie VII-Historia del Arte,,,,0.2
Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte,,,,0.2
Journal of Dynamical Systems and Geometric Theories,MATHEMATICS - ESCI(Q4),,,0.2
Language and Linguistics,LANGUAGE & LINGUISTICS - AHCI(Q4),0.35,,0.2
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4)",1.0,,0.2
Nordic Journal of African Studies,,,,0.2
Philosophy of Photography,,,,0.2
Rukopysna ta Knyzhkova Spadshchyna Ukrainy-Manuscript and Book Heritage of Ukraine,HISTORY - ESCI(Q2),,,0.2
Topicos-Revista de Filosofia,,,,0.2
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,LANGUAGE & LINGUISTICS - AHCI(Q4),0.38,,0.2
Advances in Group Theory and Applications,MATHEMATICS - ESCI(Q4),,,0.2
African Journal of Legal Studies,LAW - ESCI(Q3),,,0.2
Americania-Revista de Estudios Latinoamericanos,HISTORY - ESCI(Q2),,,0.2
British Journal of Canadian Studies,,,,0.2
Capitale Culturale-Studies on the Value of Cultural Heritage,,,,0.2
HISTORIA MEXICANA,HISTORY - AHCI(Q2),,,0.2
Journal of Argumentation in Context,COMMUNICATION - ESCI(Q4),,,0.2
Journal of Early Modern Studies-Romania,,,,0.2
Medicine Law & Society,LAW - ESCI(Q3),,,0.2
Moscow University Mathematics Bulletin,MATHEMATICS - ESCI(Q4),,,0.2
Rossiiskaya Arkheologiya,,,,0.2
Slovo a Slovesnost,LANGUAGE & LINGUISTICS - AHCI(Q4),0.23,,0.2
Studia et Documenta,,,,0.2
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,HISTORY - ESCI(Q2),,,0.2
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA,ASIAN STUDIES - AHCI(Q2),,,0.2
CANADIAN REVIEW OF AMERICAN STUDIES,,,,0.2
Estudios de Historia Moderna y Contemporanea de Mexico,HISTORY - ESCI(Q2),,,0.2
Estudios Sociales-Revista Universitaria Semestral,HISTORY - ESCI(Q2),,,0.2
Feminismo-s,WOMENS STUDIES - ESCI(Q4),,,0.2
Janus-Estudios Sobre El Siglo de Oro,,,,0.2
Journal of Geography-Chigaku Zasshi,"GEOGRAPHY, PHYSICAL - ESCI(Q4)",,,0.2
Journal of Geography-Cografya Dergisi,GEOGRAPHY - ESCI(Q4),,,0.2
Journal of Persianate Studies,,,,0.2
National Taiwan University Law Review,LAW - ESCI(Q3),,,0.2
Review of Network Economics,ECONOMICS - SSCI(Q4),0.08,,0.2
CR-THE NEW CENTENNIAL REVIEW,,,,0.2
English Studies at NBU,,,,0.2
Estudios de Linguistica-Universidad de Alicante-ELUA,,,,0.2
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,LANGUAGE & LINGUISTICS - AHCI(Q4),0.38,,0.2
Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki,,,,0.2
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,ECONOMICS - SSCI(Q4),0.25,,0.2
Revista General de Derecho Europeo,LAW - ESCI(Q3),,,0.2
Sendebar-Revista de Traduccion e Interpretacion,,,,0.2
Sibirskii Filologicheskii Zhurnal,,,,0.2
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q4)",0.45,,0.2
SPRACHWISSENSCHAFT,,,,0.2
Studies in Psychology-Psikoloji Calismalari Dergisi,"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI(Q4)",,,0.2
Acta Balneologica,REHABILITATION - ESCI(Q4),,,0.2
Austrian Journal of Political Science,POLITICAL SCIENCE - SSCI(Q4),0.54,,0.2
Cadernos de Dereito Actual,LAW - ESCI(Q3),,,0.2
CINEASTE,,,,0.2
COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS,LAW - SSCI(Q3),0.44,,0.2
Jeunesse-Young People Texts Cultures,,,,0.2
Journal of Education Finance,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Jung Journal-Culture & Psyche,,,,0.2
Neotestamentica,,,,0.2
Potestas,,,,0.2
Public-Art Culture Ideas,,,,0.2
Rawal Medical Journal,"MEDICINE, GENERAL & INTERNAL - ESCI(Q4)",,,0.2
Stratum Plus,,,,0.2
Tekst Kniga Knigoizdanie-Text Book Publishing,,,,0.2
Tercio Creciente,,,,0.2
Archaeological Reports,,,,0.2
Asia Pacific Journal of Environmental Law,ENVIRONMENTAL STUDIES - ESCI(Q3),,,0.2
Italian Journal of Pure and Applied Mathematics,MATHEMATICS - ESCI(Q4),,,0.2
Journal of Nonprofit Education and Leadership,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(Q4)",,,0.2
Manchester Journal of International Economic Law,ECONOMICS - ESCI(Q3),,,0.2
Mitologias Hoy-Revista de Pensamiento Critica y Estudios Literarios Latinoamericanos,,,,0.2
Pravni Vjesnik,LAW - ESCI(Q3),,,0.2
Ricerche di Storia Politica,HISTORY - ESCI(Q2),,,0.2
Rivista di Filosofia,,,,0.2
Salus Journal,CRIMINOLOGY & PENOLOGY - ESCI(Q4),,,0.2
Sodobna Pedagogika-Journal of Contemporary Educational Studies,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Veleia,,,,0.2
ANTHROPOLOGIE-INTERNATIONAL JOURNAL OF HUMAN DIVERSITY AND EVOLUTION,ANTHROPOLOGY - ESCI(Q4),,,0.2
ArcheoSciences-Revue d Archeometrie,ARCHAEOLOGY - AHCI(Q4),0.12,0.2,0.2
Bulletin of the Institute of Mathematics Academia Sinica New Series,MATHEMATICS - ESCI(Q4),,,0.2
Canadian Journal of Women and the Law,LAW - ESCI(Q3),,,0.2
Foro Educacional,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
HENRY JAMES REVIEW,,,,0.2
"Involve, a journal of mathematics",,,,0.2
Linguistica Pragensia,,,,0.2
Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande,LINGUISTICS - ESCI(Q4),,,0.2
Media History,COMMUNICATION - ESCI(Q4),,,0.2
Rasprave,,,,0.2
Revista de Investigacion en Logopedia,LINGUISTICS - ESCI(Q4),,,0.2
Revue Roumaine de Linguistique-Romanian Review of Linguistics,LANGUAGE & LINGUISTICS - AHCI(Q4),0.17,,0.2
Selcuk Universitesi Edebiyat Fakultesi Dergisi-Selcuk University Journal of Faculty of Letters,,,,0.2
World of the Orient,,,,0.2
Adalya,,,,0.2
Akkadica,,,,0.2
Antropologia Portuguesa,ANTHROPOLOGY - ESCI(Q4),,,0.2
Archaeologia Maritima Mediterranea-An International Journal on Underwater Archaeology,,,,0.2
Archives of Aesthetic Plastic Surgery,SURGERY - ESCI(Q4),,,0.2
Canadian Journal for the Study of Adult Education,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Debates en Sociologia,SOCIOLOGY - ESCI(Q4),,,0.2
English Text Construction,,,,0.2
European Journal of Anatomy,ANATOMY & MORPHOLOGY - ESCI(Q4),,,0.2
International Journal of Dynamical Systems and Differential Equations,"MATHEMATICS, APPLIED - ESCI(Q4)",,,0.2
Journal of African Military History,,,,0.2
Journal of the Anatomical Society of India,ANATOMY & MORPHOLOGY - SCIE(Q4),0.25,0.4,0.2
Jurnal Ilmu Ternak dan Veteriner,VETERINARY SCIENCES - ESCI(Q4),,,0.2
KOREAN JOURNAL OF DEFENSE ANALYSIS,INTERNATIONAL RELATIONS - SSCI(Q4),0.31,,0.2
MATHEMATICAL GAZETTE,MATHEMATICS - ESCI(Q4),,,0.2
Revista Publicaciones,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Stellenbosch Papers in Linguistics Plus-SPiL Plus,LINGUISTICS - ESCI(Q4),,,0.2
Toronto Journal of Theology,,,,0.2
ZUCHTUNGSKUNDE,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q4)",0.35,0.5,0.2
Administration,PUBLIC ADMINISTRATION - ESCI(Q4),,,0.2
Bali Medical Journal,"MEDICINE, GENERAL & INTERNAL - ESCI(Q4)",,,0.2
Black Camera,,,,0.2
Bruno Pini Mathematical Analysis Seminar,MATHEMATICS - ESCI(Q4),,,0.2
Buildings & Landscapes-Journal of the Vernacular Architecture Forum,,,,0.2
Criminologie,CRIMINOLOGY & PENOLOGY - ESCI(Q4),,,0.2
Dialectologia et Geolinguistica,LANGUAGE & LINGUISTICS - AHCI(Q4),0.42,,0.2
Emakeele Seltsi Aastaraamat-The Yearbook of the Estonian Mother Tongue Society,,,,0.2
Estudios de Traduccion,,,,0.2
Etnoantropoloski Problemi-Issues in Ethnology and Anthropology,ANTHROPOLOGY - ESCI(Q4),,,0.2
Geoadria,GEOGRAPHY - ESCI(Q4),,,0.2
History and Sociology of South Asia,AREA STUDIES - ESCI(Q4),,,0.2
International Journal for the History of Engineering & Technology,,,,0.2
Investigaciones Feministas,WOMENS STUDIES - ESCI(Q4),,,0.2
Journal of Modern Russian History and Historiography,HISTORY - ESCI(Q2),,,0.2
Journal of Physical Studies,"PHYSICS, MULTIDISCIPLINARY - ESCI(Q4)",,,0.2
Open Insight,,,,0.2
Plant Root,PLANT SCIENCES - ESCI(Q4),,,0.2
Verba-Anuario Galego de Filoloxia,,,,0.2
Versus-Quaderni di Studi Semiotici,,,,0.2
Veterinary Record Case Reports,VETERINARY SCIENCES - ESCI(Q4),,,0.2
VIE ET MILIEU-LIFE AND ENVIRONMENT,ECOLOGY - SCIE(Q4),0.53,,0.2
Writing & Pedagogy,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Zeitschrift der Gesellschaft fur Musiktheorie,,,,0.2
Advances and Applications in Statistics,STATISTICS & PROBABILITY - ESCI(Q4),,,0.2
Asian Languages and Linguistics,,,,0.2
Australasian Review of African Studies,AREA STUDIES - ESCI(Q4),,,0.2
BioLaw Journal-Rivista di Biodiritto,LAW - ESCI(Q3),,,0.2
China Quarterly of International Strategic Studies,POLITICAL SCIENCE - ESCI(Q4),,,0.2
Cinema-Journal of Philosophy and the Moving Image,,,,0.2
Clinical Lactation,NURSING - ESCI(Q4),,,0.2
Cuadernos de Ilustracion y Romanticismo,,,,0.2
Encounters in Theory and History of Education,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Ijaz Arabi Journal of Arabic Learning,LINGUISTICS - ESCI(Q4),,,0.2
International Journal of Public Administration in the Digital Age,INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(Q4),,,0.2
Journal of Pediatric Surgery Case Reports,PEDIATRICS - ESCI(Q4),,,0.2
Mundo Amazonico,AREA STUDIES - ESCI(Q4),,,0.2
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,"PSYCHOLOGY, APPLIED - ESCI(Q4)",,,0.2
Revista Romana de Medicina Veterinara,VETERINARY SCIENCES - ESCI(Q4),,,0.2
Seoul Journal of Economics,ECONOMICS - ESCI(Q4),,,0.2
Synthesis-La Plata,,,,0.2
Acta Oto-Laryngologica Case Reports,OTORHINOLARYNGOLOGY - ESCI(Q4),,,0.2
Activitas Nervosa Superior Rediviva,CLINICAL NEUROLOGY - ESCI(Q4),,,0.2
AME Surgical Journal,,,,0.2
Annee du Maghreb,AREA STUDIES - ESCI(Q4),,,0.2
BOLETIN GEOLOGICO Y MINERO,GEOLOGY - ESCI(Q4),,,0.2
Corvinus Journal of Sociology and Social Policy,SOCIOLOGY - ESCI(Q4),,,0.2
Eurasian Journal of Emergency Medicine,EMERGENCY MEDICINE - ESCI(Q4),,,0.2
Journal of Clinical Neonatology,PEDIATRICS - ESCI(Q4),,,0.2
JOURNAL OF GYNECOLOGIC SURGERY,OBSTETRICS & GYNECOLOGY - ESCI(Q4),,,0.2
Knygotyra,,,,0.2
MERKUR-DEUTSCHE ZEITSCHRIFT FUR EUROPAISCHES DENKEN,,,,0.2
Osteologie,ORTHOPEDICS - ESCI(Q4),,,0.2
Physioscience,REHABILITATION - ESCI(Q4),,,0.2
Prilozi Instituta za Arheologiju u Zagrebu,,,,0.2
Radical Teacher,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Timarit um Uppeldi og Menntun-Icelandic Journal of Education,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Turkish Journal of Islamic Economics-TUJISE,ECONOMICS - ESCI(Q4),,,0.2
Zeitschrift fur Evaluation,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q4)",0.18,,0.2
3c Tecnologia,"ENGINEERING, MULTIDISCIPLINARY - ESCI(Q4)",,,0.2
Acta Scientiae Veterinariae,VETERINARY SCIENCES - SCIE(Q4),0.27,0.2,0.2
Agricultural Science and Practice,"AGRICULTURE, MULTIDISCIPLINARY - ESCI(Q4)",,,0.2
Algorithmic Finance,"BUSINESS, FINANCE - ESCI(Q4)",,,0.2
Argentinian Journal of Applied Linguistics,LINGUISTICS - ESCI(Q4),,,0.2
Asclepio-Revista de Historia de la Medicina y de la Ciencia,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(Q4),,,0.2
ASR Chiang Mai University Journal of Social Sciences and Humanities,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(Q4)",,,0.2
Champ Penal-Penal Field,LAW - ESCI(Q3),,,0.2
Conflict Studies Quarterly,POLITICAL SCIENCE - ESCI(Q4),,,0.2
Cross Currents,,,,0.2
Em Questao,INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(Q4),,,0.2
FILOSOFICKY CASOPIS,,,,0.2
Haseki TIp Bulteni-Medical Bulletin of Haseki,"MEDICINE, GENERAL & INTERNAL - ESCI(Q4)",,,0.2
International Archives of Health Sciences,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI(Q4)",,,0.2
International Journal of Pharmacology,PHARMACOLOGY & PHARMACY - SCIE(Q4),0.7,0.6,0.2
Journal of Dentistry Indonesia,"DENTISTRY, ORAL SURGERY & MEDICINE - ESCI(Q4)",,,0.2
Journal of Investment Management,"BUSINESS, FINANCE - ESCI(Q4)",,,0.2
Journal of Mathematics and the Arts,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI(Q4)",,,0.2
Kinesiologia Slovenica,SPORT SCIENCES - ESCI(Q4),,,0.2
Korean Journal of Applied Statistics,STATISTICS & PROBABILITY - ESCI(Q4),,,0.2
Kratkie Soobshcheniya Instituta Arkheologii,,,,0.2
Magnetic Resonance in Solids,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI(Q4)",,,0.2
Malaysian Journal of ELT Research,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Metodicki Ogledi-Methodical Review,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Nepalese Journal of Ophthalmology,OPHTHALMOLOGY - ESCI(Q4),,,0.2
Per Linguam-A Journal of Language Learning,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q4),,,0.2
Perspectivas de la Comunicacion,COMMUNICATION - ESCI(Q4),,,0.2
Pravo-Zhurnal Vysshei Shkoly Ekonomiki,LAW - ESCI(Q3),,,0.2
PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4)",0.6,,0.2
Revista Chilena de Derecho,LAW - SSCI(Q3),0.32,,0.2
